work_id,injected_anomaly_count,injected_anomaly_types,expected_risk_score_0_100,expected_risk_class,duplicate_group_reference,label_usage_note,synthetic_marker
W-001965,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001966,1,POTENTIAL_DUPLICATE,31,MEDIUM,DUP-031,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001967,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001968,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001969,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001970,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001971,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001972,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001973,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001974,1,PROJECT_DELAY,22,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001975,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001976,2,EXPENDITURE_PROGRESS_MISMATCH|POTENTIAL_DUPLICATE,66,HIGH,DUP-031,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001977,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001978,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001979,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001980,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001981,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001982,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001983,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001984,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001985,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001986,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001987,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001988,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001989,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001990,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001991,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001992,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001993,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001994,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001995,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001996,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001997,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001998,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001999,1,PROJECT_DELAY,24,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002000,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002001,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002002,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002003,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002004,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002005,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002006,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002007,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002008,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002009,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002010,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002011,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002012,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002013,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002014,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002015,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002016,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002017,0,NONE,12,LOW,DUP-032,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002018,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002019,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002020,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002021,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002022,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002023,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002024,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002025,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002026,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002027,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002028,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002029,1,PROJECT_DELAY,23,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002030,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002031,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002032,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002033,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002034,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002035,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002036,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002037,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002038,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002039,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002040,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002041,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002042,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002043,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002044,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002045,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002046,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002047,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002048,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
